code,name
66183,"Insertion of Anterior Segment Aqueous Drainage Device, w/Out Extraocular Reservoir, External Approach"
66184,Revision of Aqueous Shunt to Extraocular Equatorial Plate Reservoir; w/Out Graft
66185,Revision of Aqueous Shunt to Extraocular Equatorial Plate Reservoir; w/Graft
66220,Repair of Scleral Staphyloma; w/Out Graft
66225,Repair of Scleral Staphyloma; w/Graft
66250,"Revision or Repair of Operative Wound of Anterior Segment, Any Type, Early or Late, Major or Minor Procedure"
66500,Iridotomy by Stab Incision; Except Transfixion
66505,Iridotomy by Stab Incision; w/Transfixion as for Iris Bombe
66600,"Iridectomy, w/Corneoscleral or Corneal Section; for Removal of Lesion"
66605,"Iridectomy, w/Corneoscleral or Corneal Section; w/Cyclectomy"
66625,"Iridectomy, w/Corneoscleral or Corneal Section; Peripheral for Glaucoma"
66630,"Iridectomy, w/Corneoscleral or Corneal Section; Sector for Glaucoma"
66635,"Iridectomy, w/Corneoscleral or Corneal Section; Optical"
66680,"Repair of Iris, Ciliary Body (as for iridodialysis)"
66682,"Suture of Iris, Ciliary Body w/Retrieval of Suture Through Small Incision (eg, McCannel suture)"
66700,Ciliary Body Destruction; Diathermy
66710,"Ciliary Body Destruction; Cyclophotocoagulation, Transscleral"
66711,"Ciliary Body Destruction; Cyclophotocoagulation, Endoscopic"
66720,Ciliary Body Destruction; Cryotherapy
66740,Ciliary Body Destruction; Cyclodialysis
66761,"Iridotomy/Iridectomy by Laser Surgery (eg, for glaucoma) (per session)"
66762,"Iridoplasty by Photocoagulation (1 or more sessions) (eg, for improvement of vision, for widening of anterior chamber angle)"
66770,Destruction of Cyst or Lesion Iris or Ciliary Body (nonexcisional procedure)
66820,Discission of Secondary Membranous Cataract (opacified posterior lens capsule and/or anterior hyaloid); Stab Incision Technique (Ziegler or Wheeler knife)
66821,"Discission of Secondary Membranous Cataract (opacified posterior lens capsule and/or anterior hyaloid); Laser Surgery (eg, YAG laser) (1 or more stages)"
66825,"Repositioning of Intraocular Lens Prosthesis, Requiring an Incision"
66830,"Removal of Secondary Membranous Cataract (opacified posterior lens capsule and/or anterior hyaloid) w/Corneo-Scleral Section, w/ or w/Out Iridectomy (iridocapsulotomy, iridocapsulectomy)"
66840,"Removal of Lens Material; Aspiration Technique, 1 or More Stages"
66850,"Removal of Lens Material; Phacofragmentation Technique (mechanical or ultrasonic) (eg, phacoemulsification), w/Aspiration"
66852,"Removal of Lens Material; Pars Plana Approach, w/ or w/Out Vitrectomy"
66920,Removal of Lens mMterial; Intracapsular
66930,"Removal of Lens Material; Intracapsular, for Dislocated Lens"
66940,Removal of Lens Material; Extracapsular
66982,"Extracapsular Cataract Removal w/Insertion of Intraocular Lens Prosthesis (1-stage procedure), Manual or Mechanical Technique (eg, irrigation and aspiration or phacoemulsification), Complex, Requiring Devices or Techniques Not Generally Used in Routine Cataract Surgery (eg, iris expansion device, suture support for intraocular lens, or primary posterior capsulorrhexis) or Performed on Patients in the Amblyogenic Developmental Stage"
66983,Intracapsular Cataract Extraction w/Insertion of Intraocular Lens Prosthesis (1 stage procedure)
66984,"Extracapsular Cataract Removal w/Insertion of Intraocular Lens Prosthesis (1 stage procedure), Manual or Mechanical Technique (eg, irrigation and aspiration or phacoemulsification)"
66985,"Insertion of Intraocular Lens Prosthesis (secondary implant), Not Associated w/Concurrent Cataract Removal"
66986,Exchange of Intraocular Lens
66990,Use of Ophthalmic Endoscope
66999,"Unlisted procedure, anterior segment of eye"
67005,"Removal of Vitreous, Anterior Approach (open sky technique or limbal incision); Partial Removal"
67010,"Removal of Vitreous, Anterior Approach (open sky technique or limbal incision); Subtotal Removal w/Mechanical Vitrectomy"
67015,"Aspiration or Release of Vitreous, Subretinal or Choroidal Fluid, Pars Plana Approach (posterior sclerotomy)"
67025,"Injection of Vitreous Substitute, Pars Plana or Limbal Approach (fluid-gas exchange), w/ or w/Out Aspiration"
67027,"Implantation of Intravitreal Drug Delivery System (eg, ganciclovir implant), Includes Concomitant Removal of Vitreous"
67028,Intravitreal Injection of a Pharmacologic Agent
67030,"Discission of Vitreous Strands (without removal), Pars Plana Approach"
67031,"Severing of Vitreous Strands, Vitreous Face Adhesions, Sheets, Membranes or Opacities, Laser Surgery (1 or more stages)"
67036,"Vitrectomy, Mechanical, Pars Plana Approach"
67039,"Vitrectomy, Mechanical, Pars Plana Approach; w/Focal Endolaser Photocoagulation"
67040,"Vitrectomy, Mechanical, Pars Plana Approach; w/Endolaser Panretinal Photocoagulation"
67041,"Vitrectomy, Mechanical, Pars Plana Approach; w/Removal of Preretinal Cellular Membrane (eg, macular pucker)"
67042,"Vitrectomy, Mechanical, Pars Plana Approach; w/Removal of Internal Limiting Membrane of Retina (eg, for repair of macular hole, diabetic macular edema), Includes, if Performed, Intraocular Tamponade (ie, air, gas or silicone oil)"
67043,"Vitrectomy, Mechanical, Pars Plana Approach; w/Removal of Subretinal Membrane (eg, choroidal neovascularization), Includes, if Performed, Intraocular Tamponade (ie, air, gas or silicone oil) & Laser Photocoagulation"
67101,"Repair of Retinal Detachment, 1 or More Sessions; Cryotherapy or Diathermy, w/ or w/Out Drainage of Subretinal Fluid"
67105,"Repair of Retinal Detachment, 1 or More Sessions; Photocoagulation, w/ or w/Out Drainage of Subretinal Fluid"
67107,"Repair of Retinal Detachment; Scleral Buckling (such as lamellar scleral dissection, imbrication or encircling procedure), w/ or w/Out Implant, w/ or w/Out Cryotherapy, Photocoagulation, & Drainage of Subretinal Fluid"
67108,"Repair of Retinal Detachment; w/Vitrectomy, Any Method, w/ or w/Out Air or Gas Tamponade, Focal Endolaser Photocoagulation, Cryotherapy, Drainage of Subretinal Fluid, Scleral Buckling, and/or Removal of Lens by Same Technique"
67110,"Repair of Retinal Detachment; by Injection of Air or Other Gas (eg, pneumatic retinopexy)"
67112,"Repair of Retinal Detachment; by Scleral Buckling or Vitrectomy, on Patient Having Previous Ipsilateral Retinal Detachment Repair(s) Using Scleral Buckling or Vitrectomy Techniques"
67113,"Repair of Complex Retinal Detachment (eg, proliferative vitreoretinopathy, stage C-1 or greater, diabetic traction retinal detachment, retinopathy of prematurity, retinal tear of greater than 90 degrees), w/Vitrectomy & Membrane Peeling, May Include Air, Gas, or Silicone Oil Tamponade, Cryotherapy, Endolaser Photocoagulation, Drainage of Subretinal Fluid, Scleral Buckling, and/or Removal of Lens"
67115,Release of Encircling Material (posterior segment)
67120,"Removal of Implanted Material, Posterior Segment; Extraocular"
67121,"Removal of Implanted Material, Posterior Segment; Intraocular"
67141,"Prophylaxis of Retinal Detachment (eg, retinal break, lattice degeneration) w/o Drainage, 1 or More Sessions; Cryotherapy, Diathermy"
67145,"Prophylaxis of Retinal Detachment (eg, retinal break, lattice degeneration) w/o Drainage, 1 or More Sessions; Photocoagulation (laser or xenon arc)"
67208,"Destruction of Localized Lesion of Retina (eg, macular edema, tumors), 1 or More Sessions; Cryotherapy, Diathermy"
67210,"Destruction of Localized Lesion of Retina (eg, macular edema, tumors), 1 or More Sessions; Photocoagulation"
67218,"Destruction of Localized Lesion of Retina (eg, macular edema, tumors), 1 or More Sessions; Radiation by Implantation of Source (includes removal of source)"
67220,"Destruction of Localized Lesion of Choroid (eg, choroidal neovascularization); Photocoagulation (eg, laser), 1 or More Sessions"
67221,"Destruction of Localized Lesion of Choroid (eg, choroidal neovascularization); Photodynamic Therapy (includes intravenous infusion)"
67225,"Destruction of Localized Lesion of Choroid (eg, choroidal neovascularization); Photodynamic Therapy, Second eye, at Single Session"
67227,"Destruction of Extensive or Progressive Retinopathy (eg, diabetic retinopathy), 1 or More Sessions, Cryotherapy, Diathermy"
67228,"Treatment of Extensive or Progressive Retinopathy, 1 or More Sessions; (eg, diabetic retinopathy), Photocoagulation"
67229,"Treatment of Extensive or Progressive Retinopathy, 1 or More Sessions; Preterm Infant (less than 37 weeks gestation at birth), Performed From Birth Up to 1 Year of Age (eg, retinopathy of prematurity), Photocoagulation or Cryotherapy"
67250,Scleral Reinforcement; w/Out Graft
67255,Scleral Reinforcement; w/Graft
67299,"Unlisted Procedure, Posterior Segment"
67311,"Strabismus Surgery, Recession or Resection Procedure; 1 Horizontal Muscle"
67312,"Strabismus Surgery, Recession or Resection Procedure; 2 Horizontal Muscles"
67314,"Strabismus Surgery, Recession or Resection Procedure; 1 Vertical Muscle (excluding superior oblique)"
67316,"Strabismus Surgery, Recession or Resection Procedure; 2 or More Vertical Muscles (excluding superior oblique)"
67318,"Strabismus Surgery, Any Procedure, Superior Oblique Muscle"
67320,"Transposition Procedure (eg, for paretic extraocular muscle), Any Extraocular Muscle"
67331,Strabismus Surgery on Patient w/Previous Eye Surgery or Injury That Did Not Involve the Extraocular Muscles
67332,"Strabismus Surgery on Patient w/Scarring of Extraocular Muscles (eg, prior ocular injury, strabismus or retinal detachment surgery) or Restrictive Myopathy (eg, dysthyroid ophthalmopathy)"
67334,"Strabismus Surgery by Posterior Fixation Suture Technique, w/ or w/Out Muscle Recession"
67335,"Placement of Adjustable Suture(s) During Strabismus Surgery, Including Postoperative Adjustment(s) of Suture(s)"
67340,Strabismus Surgery Involving Exploration and/or Repair of Detached Extraocular Muscle(s)
67343,Release of Extensive Scar Tissue w/Out Detaching Extraocular Muscle
67345,Chemodenervation of Extraocular Muscle
67346,Biopsy of Extraocular Muscle
67399,"Unlisted Procedure, Extraocular Muscle"
67400,"Orbitotomy w/Out Bone Flap (frontal or transconjunctival approach); For Exploration, w/ or w/Out Biopsy"
67405,Orbitotomy w/Out Bone Flap (frontal or transconjunctival approach); w/Drainage Only
67412,Orbitotomy w/Out Bone Flap (frontal or transconjunctival approach); w/Removal of Lesion
67413,Orbitotomy w/Out Bone Flap (frontal or transconjunctival approach); w/Removal of Foreign Body
67414,Orbitotomy w/Out Bone Flap (frontal or transconjunctival approach); w/Removal of Bone For Decompression
67415,Fine Needle Aspiration of Orbital Contents
67420,"Orbitotomy w/Bone Flap or Window, Lateral Approach (eg, Kroenlein); w/Removal of Lesion"
67430,"Orbitotomy w/Bone Flap or Window, Lateral Approach (eg, Kroenlein); w/Removal of Foreign Body"
67440,"Orbitotomy w/Bone Flap or Window, Lateral Approach (eg, Kroenlein); w/Drainage"
67445,"Orbitotomy w/Bone Flap or Window, Lateral Approach (eg, Kroenlein); w/Removal of Bone For Decompression"
67450,"Orbitotomy w/Bone Flap or Window, Lateral Approach (eg, Kroenlein); For Exploration, w/ or w/Out Biopsy"
67500,Retrobulbar Injection; Medication
67505,Retrobulbar Injection; Alcohol
67515,Injection of Medication or Other Substance Into Tenon's Capsule
67550,Orbital Implant (implant outside muscle cone); Insertion
67560,Orbital Implant (implant outside muscle cone); Removal or Revision
67570,"Optic Nerve Decompression (eg, incision or fenestration of optic nerve sheath)"
67599,"Unlisted Procedure, Orbit"
68811,"Probing of Nasolacrimal Duct, w/ or w/Out Irrigation; Requiring General Anesthesia"
68815,"Probing of Nasolacrimal Duct, w/ or w/Out Irrigation; w/Insertion of Tube or Stent"
68816,"Probing of Nasolacrimal Duct, w/ or w/Out Irrigation; w/Transluminal Balloon Catheter Dilation"
68840,"Probing of Lacrimal Canaliculi, w/ or w/Out Irrigation"
68850,Injection of Contrast Medium for Dacryocystography
68899,"Unlisted Procedure, Lacrimal System"
69000,"Drainage External Ear, Abscess or Hematoma; Simple"
69005,"Drainage External Ear, Abscess or Hematoma; Complicated"
69020,"Drainage External Auditory Canal, Abscess"
69090,Ear Piercing
69100,Biopsy External Ear
69105,Biopsy External Auditory Canal
69110,"Excision External Ear; Partial, Simple Repair"
69120,Excision External Ear; Complete Amputation
69140,"Excision Exostosis(es), External Auditory Canal"
69145,"Excision Soft Tissue Lesion, External Auditory Canal"
69150,Radical Excision External Auditory Canal Lesion; w/Out Neck Dissection
69155,Radical Excision External Auditory Canal Lesion; w/Neck Dissection
69200,Removal Foreign Body From External Auditory Canal; w/Out General Anesthesia
69205,Removal Foreign Body From External Auditory Canal; w/General Anesthesia
69209,"Removal impacted cerumen using irrigation/lavage, unilateral"
69210,Remove Impacted Ear Wax
69220,Debridement Mastoid Cavity Simple
69222,Debridement Mastoid Cavity Complex
69300,"Otoplasty, Protruding Ear, w/ or w/Out Size Reduction"
69310,"Reconstruction of External Auditory Canal (meatoplasty) (eg, for stenosis due to injury, infection)"
69320,"Reconstruction External Auditory Canal For Congenital Atresia, Single Stage"
69399,"Unlisted Procedure, External Ear"
69405,"Eustachian Tube Catheterization, Transtympanic"
69420,Myringotomy Including Aspiration and/or Eustachian Tube Inflation
69421,Myringotomy Including Aspiration and/or Eustachian Tube Inflation Requiring General Anesthesia
69424,Ventilating Tube Removal Requiring General Anesthesia
69433,"Tympanostomy (requiring insertion of ventilating tube), Local or Topical Anesthesia"
69436,"Tympanostomy (requiring insertion of ventilating tube), General Anesthesia"
69440,Middle Ear Exploration Through Postauricular or Ear Canal Incision
69450,"Tympanolysis, Transcanal"
69501,Transmastoid Antrotomy (simple mastoidectomy)
69502,Mastoidectomy; Complete
69505,Mastoidectomy; Modified Radical
69511,Mastoidectomy; Radical
69530,Petrous Apicectomy Including Radical Mastoidectomy
69535,"Resection Temporal Bone, External Approach"
69540,Excision Aural Polyp
69550,Excision Aural Glomus Tumor; Transcanal
69552,Excision Aural Glomus Tumor; Transmastoid
69554,Excision Aural Glomus Tumor; Extended (extratemporal)
69601,Revision Mastoidectomy; Resulting in Complete Mastoidectomy
3281F,"Hemoglobin level less than 11 g/dL (CKD, ESRD)"
3284F,Intraocular pressure (IOP) reduced by a value of greater than or equal to 15% from the pre-intervention level (EC)
3285F,Intraocular pressure (IOP) reduced by a value less than 15% from the pre-intervention level (EC)
3288F,Falls risk assessment documented (GER)
3290F,Patient is D (Rh) negative and unsensitized (Pre-Cr)
3291F,Patient is D (Rh) positive or sensitized (Pre-Cr)
3292F,HIV testing ordered or documented and reviewed during the first or second prenatal visit (Pre-Cr)
3293F,ABO and Rh blood typing documented as performed (Pre-Cr)
3294F,Group B Streptococcus (GBS) screening documented as performed during week 35-37 gestation (Pre-Cr)
3300F,American Joint Committee on Cancer (AJCC) stage documented and reviewed (ONC)
3301F,Cancer stage documented in medical record as metastatic and reviewed (ONC)
3315F,Estrogen receptor (ER) or progesterone receptor (PR) positive breast cancer (ONC)
3316F,Estrogen receptor (ER) and progesterone receptor (PR) negative breast cancer (ONC)
3317F,Pathology report confirming malignancy documented in the medical record and reviewed prior to the initiation of chemotherapy (ONC)
3318F,Pathology report confirming malignancy documented in the medical record and reviewed prior to the initiation of radiation therapy (ONC)
3319F,"1 of the following diagnostic imaging studies ordered: chest x-ray, CT, Ultrasound, MRI, PET, or nuclear medicine scans (ML)"
3320F,"None of the following diagnostic imaging studies ordered: chest X-ray, CT, Ultrasound, MRI, PET, or nuclear medicine scans (ML)"
3321F,"AJCC Cancer Stage 0 or IA Melanoma, documented (ML)"
3322F,Melanoma greater than AJCC Stage 0 or IA (ML)
3323F,"Clinical tumor, node and metastases (TNM) staging documented and reviewed prior to surgery (Lung/Esop Cx)"
3324F,"MRI or CT scan ordered, reviewed or requested (EPI)"
3325F,Preoperative assessment of functional or medical indication(s) for surgery prior to the cataract surgery with intraocular lens placement (must be performed within 12 months prior to cataract surgery) (EC)
3328F,Performance status documented and reviewed within 2 weeks prior to surgery (Lung/Esop Cx)
3330F,Imaging study ordered (BkP)
3331F,Imaging study not ordered (BkP)
3340F,"Mammogram assessment category of ""incomplete: need additional imaging evaluation"" documented (RAD)"
3341F,"Mammogram assessment category of ""negative,"" documented (RAD)"
3342F,"Mammogram assessment category of ""benign,"" documented (RAD)"
3343F,"Mammogram assessment category of ""probably benign,"" documented (RAD)"
3344F,"Mammogram assessment category of ""suspicious,"" documented (RAD)"
3345F,"Mammogram assessment category of ""highly suggestive of malignancy,"" documented (RAD)"
3350F,"Mammogram assessment category of ""known biopsy proven malignancy,"" documented (RAD)"
3351F,Negative screen for depressive symptoms as categorized by using a standardized depression screening/assessment tool (MDD)
3352F,No significant depressive symptoms as categorized by using a standardized depression assessment tool (MDD)
3353F,Mild to moderate depressive symptoms as categorized by using a standardized depression screening/assessment tool (MDD)
3354F,Clinically significant depressive symptoms as categorized by using a standardized depression screening/assessment tool (MDD)
3370F,AJCC Breast Cancer Stage 0 documented (ONC)
3372F,"AJCC Breast Cancer Stage I: T1mic, T1a or T1b (tumor size </= 1 cm) documented (ONC)"
3374F,AJCC Breast Cancer Stage I: T1c (tumor size > 1 cm to 2 cm) documented (ONC)
3376F,AJCC Breast Cancer Stage II documented (ONC)
3378F,AJCC Breast Cancer Stage III documented (ONC)
3380F,AJCC Breast Cancer Stage IV documented (ONC)
3382F,"AJCC colon cancer, Stage 0 documented (ONC)"
3384F,"AJCC colon cancer, Stage I documented (ONC)"
3386F,"AJCC colon cancer, Stage II documented (ONC)"
3388F,"AJCC colon cancer, Stage III documented (ONC)"
3390F,"AJCC colon cancer, Stage IV documented (ONC)"
3394F,Quantitative HER2 immunohistochemistry (IHC) evaluation of breast cancer consistent with the scoring system defined in the ASCO/CAP guidelines (PATH)
3395F,"Quantitative non-HER2 immunohistochemistry (IHC) evaluation of breast cancer (eg, testing for estrogen or progesterone receptors [ER/PR]) performed (PATH)"
3450F,"Dyspnea screened, no dyspnea or mild dyspnea (Pall Cr)"
3451F,"Dyspnea screened, moderate or severe dyspnea (Pall Cr)"
3452F,Dyspnea not screened (Pall Cr)
3455F,TB screening performed and results interpreted within six months prior to initiation of first-time biologic disease modifying anti-rheumatic drug therapy for RA (RA)
3470F,"Rheumatoid arthritis (RA) disease activity, low (RA)"
3471F,"Rheumatoid arthritis (RA) disease activity, moderate (RA)"
3472F,"Rheumatoid arthritis (RA) disease activity, high (RA)"
3475F,"Disease prognosis for rheumatoid arthritis assessed, poor prognosis documented (RA)"
3476F,"Disease prognosis for rheumatoid arthritis assessed, good prognosis documented (RA)"
3490F,History of AIDS-defining condition (HIV)
3491F,HIV indeterminate (infants of undetermined HIV status born of HIV-infected mothers) (HIV)
3492F,History of nadir CD4+ cell count <350 cells/mm3 (HIV)
3493F,No history of nadir CD4+ cell count <350 cells/mm3 and no history of AIDS-defining condition (HIV)
3494F,CD4+ cell count <200 cells/mm3 (HIV)
3495F,CD4+ cell count 200 - 499 cells/mm3 (HIV)
3496F,CD4+ cell count >/=500 cells/mm3 (HIV)
3497F,CD4+ cell percentage <15% (HIV)
3498F,CD4+ cell percentage >/=15% (HIV)
3500F,CD4+ cell count or CD4+ cell percentage documented as performed (HIV)
3502F,HIV RNA viral load below limits of quantification (HIV)
3503F,HIV RNA viral load not below limits of quantification (HIV)
4271F,Patient receiving potent antiretroviral therapy for less than 6 months or not receiving potent antiretroviral therapy (HIV)
4274F,Influenza immunization administered or previously received (HIV) (P-ESRD)
4276F,Potent antiretroviral therapy prescribed (HIV)
4279F,Pneumocystis jiroveci pneumonia prophylaxis prescribed (HIV)
4280F,Pneumocystis jiroveci pneumonia prophylaxis prescribed within 3 months of low CD4+ cell count or percentage (HIV)
4290F,Patient screened for injection drug use (HIV)
4541F,"Patient offered treatment for pseudobulbar affect, sialorrhea, or ALS-related symptoms (ALS)"
4550F,Options for noninvasive respiratory support discussed with patient (ALS)
4551F,Nutritional support offered (ALS)
4552F,Patient offered referral to a speech language pathologist (ALS)
4553F,Patient offered assistance in planning for end of life issues (ALS)
4554F,Patient received inhalational anesthetic agent (Peri2)
4555F,Patient did not receive inhalational anesthetic agent (Peri2)
4556F,Patient exhibits 3 or more risk factors for post-operative nausea and vomiting (Peri2)
4557F,Patient does not exhibit 3 or more risk factors for post-operative nausea and vomiting (Peri2)
4558F,Patient received at least 2 prophylactic pharmacologic anti-emetic agents of different classes preoperatively and intraoperatively (Peri2)
4559F,At least 1 body temperature measurement equal to or greater than 35.5 degrees Celsius (or 95.9 degrees Fahrenheit) recorded within the 30 minutes immediately before or the 15 minutes immediately after anesthesia end time (Peri2)
4560F,Anesthesia technique did not involve general or neuraxial anesthesia (Peri2)
4561F,Patient has a coronary artery stent (Peri2)
4562F,Patient does not have a coronary artery stent (Peri2)
4563F,Patient received aspirin within 24 hours prior to anesthesia start time (Peri2)
5005F,Patient counseled on self-examination for new or changing moles (ML)
5010F,Findings of dilated macular or fundus exam communicated to the physician or other qualified health care professional managing the diabetes care (EC)
5015F,Documentation of communication that a fracture occurred and that the patient was or should be tested or treated for osteoporosis (OP)
5020F,Treatment summary report communicated to physician(s) or other qualified health care professional(s) managing continuing care and to the patient within 1 month of completing treatment (ONC)
5050F,Treatment plan communicated to provider(s) managing continuing care within 1 month of diagnosis (ML)
5060F,Findings from diagnostic mammogram communicated to practice managing patient's on-going care within 3 business days of exam interpretation (RAD)
5062F,Findings from diagnostic mammogram communicated to the patient within 5 days of exam interpretation (RAD)
5100F,Potential risk for fracture communicated to the referring physician or other qualified health care professional within 24 hours of completion of the imaging study (NUC_MED)
5200F,Consideration of referral for a neurological evaluation of appropriateness for surgical therapy for intractable epilepsy within the past 3 years (EPI)
5250F,Asthma discharge plan provided to patient (Asthma)
6005F,"Rationale (eg, severity of illness and safety) for level of care (eg, home, hospital) documented (CAP)"
6010F,"Dysphagia screening conducted prior to order for or receipt of any foods, fluids, or medication by mouth (STR)"
6015F,"Patient receiving or eligible to receive foods, fluids, or medication by mouth (STR)"
6020F,NPO (nothing by mouth) ordered (STR)
6030F,"All elements of maximal sterile barrier technique followed including: cap and mask and sterile gown and sterile gloves and a large sterile sheet and hand hygiene and 2% chlorhexidine for cutaneous antisepsis (or acceptable alternative antiseptics, per current guideline) (CRIT)"
6040F,"Use of appropriate radiation dose reduction devices OR manual techniques for appropriate moderation of exposure, documented (RAD)"
6045F,"Radiation exposure or exposure time in final report for procedure using fluoroscopy, documented (RAD)"
6070F,Patient queried and counseled about anti-epileptic drug (AED) side effects (EPI)
6080F,"Patient (or caregiver) queried about falls (Prkns, DSP)"
6090F,Patient (or caregiver) counseled about safety issues appropriate to patient's stage of disease (Prkns)
6100F,"Timeout to verify correct patient, correct site, and correct procedure, documented (PATH)"
6101F,Safety counseling for dementia provided (DEM)
0071T,"Focused ultrasound ablation of uterine leiomyomata, including MR guidance; total leiomyomata volume less than 200 cc of tissue"
0072T,"Focused ultrasound ablation of uterine leiomyomata, including MR guidance; total leiomyomata volume greater or equal to 200 cc of tissue"
0075T,"Transcatheter placement of extracranial vertebral artery stent(s), including radiologic supervision and interpretation, open or percutaneous; initial vessel"
0076T,"Transcatheter placement of extracranial vertebral artery stent(s), including radiologic supervision and interpretation, open or percutaneous; each additional vessel (List separately in addition to code for primary procedure)"
0085T,Breath test for heart transplant rejection
0095T,"Removal of total disc arthroplasty (artificial disc), anterior approach, each additional interspace, cervical (List separately in addition to code for primary procedure)"
0098T,"Revision including replacement of total disc arthroplasty (artificial disc), anterior approach, each additional interspace, cervical (List separately in addition to code for primary procedure)"
0099T,Implantation of intrastromal corneal ring segments
0100T,"Placement of a subconjunctival retinal prosthesis receiver and pulse generator, and implantation of intra-ocular retinal electrode array, with vitrectomy"
0101T,"Extracorporeal shock wave involving musculoskeletal system, not otherwise specified, high energy"
0102T,"Extracorporeal shock wave, high energy, performed by a physician, requiring anesthesia other than local, involving lateral humeral epicondyle"
0103T,"Holotranscobalamin, quantitative"
0106T,"Quantitative sensory testing (QST), testing and interpretation per extremity; using touch pressure stimuli to assess large diameter sensation"
0107T,"Quantitative sensory testing (QST), testing and interpretation per extremity; using vibration stimuli to assess large diameter fiber sensation"
0184T,"Excision of rectal tumor, transanal endoscopic microsurgical approach (ie, TEMS), including muscularis propria (ie, full thickness)"
0188T,"Remote real-time interactive video-conferenced critical care, evaluation and management of the critically ill or critically injured patient; first 30-74 minutes"
0189T,"Remote real-time interactive video-conferenced critical care, evaluation and management of the critically ill or critically injured patient; each additional 30 minutes (List separately in addition to code for primary service)"
0190T,Placement of intraocular radiation source applicator (List separately in addition to primary procedure)
0191T,"Insertion of anterior segment aqueous drainage device, without extraocular reservoir, internal approach, into the trabecular meshwork; initial insertion"
0195T,"Arthrodesis, pre-sacral interbody technique, disc space preparation, discectomy, without instrumentation, with image guidance, includes bone graft when performed; L5-S1 interspace"
0196T,"Arthrodesis, pre-sacral interbody technique, disc space preparation, discectomy, without instrumentation, with image guidance, includes bone graft when performed; L4-L5 interspace (List separately in addition to code for primary procedure)"
0198T,"Measurement of ocular blood flow by repetitive intraocular pressure sampling, with interpretation and report"
0200T,"Percutaneous sacral augmentation (sacroplasty), unilateral injection(s), including the use of a balloon or mechanical device, when used, 1 or more needles, includes imaging guidance and bone biopsy, when performed"
0201T,"Percutaneous sacral augmentation (sacroplasty), bilateral injections, including the use of a balloon or mechanical device, when used, 2 or more needles, includes imaging guidance and bone biopsy, when performed"
0202T,"Posterior vertebral joint(s) arthroplasty (eg, facet joint[s] replacement), including facetectomy, laminectomy, foraminotomy, and vertebral column fixation, injection of bone cement, when performed, including fluoroscopy, single level, lumbar spine"
0205T,"Intravascular catheter-based coronary vessel or graft spectroscopy (eg, infrared) during diagnostic evaluation and/or therapeutic intervention including imaging supervision, interpretation, and report, each vessel (List separately in addition to code for primary procedure)"
0206T,"Computerized database analysis of multiple cycles of digitized cardiac electrical data from two or more ECG leads, including transmission to a remote center, application of multiple nonlinear mathematical transformations, with coronary artery obstruction severity assessment"
0207T,"Evacuation of meibomian glands, automated, using heat and intermittent pressure, unilateral"
0208T,"Pure tone audiometry (threshold), automated; air only"
0209T,"Pure tone audiometry (threshold), automated; air and bone"
0210T,"Speech audiometry threshold, automated;"
0211T,"Speech audiometry threshold, automated; with speech recognition"
0212T,"Comprehensive audiometry threshold evaluation and speech recognition (0209T, 0211T combined), automated"
0213T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with ultrasound guidance, cervical or thoracic; single level"
0214T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with ultrasound guidance, cervical or thoracic; second level (List separately in addition to code for primary procedure)"
0215T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with ultrasound guidance, cervical or thoracic; third and any additional level(s) (List separately in addition to code for primary procedure)"
0216T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with ultrasound guidance, lumbar or sacral; single level"
0217T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with ultrasound guidance, lumbar or sacral; second level (List separately in addition to code for primary procedure)"
0218T,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with ultrasound guidance, lumbar or sacral; third and any additional level(s) (List separately in addition to code for primary procedure)"
0219T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; cervical"
0220T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; thoracic"
0221T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; lumbar"
0222T,"Placement of a posterior intrafacet implant(s), unilateral or bilateral, including imaging and placement of bone graft(s) or synthetic device(s), single level; each additional vertebral segment (List separately in addition to code for primary procedure)"
0223T,"Acoustic cardiography, including automated analysis of combined acoustic and electrical intervals; single, with interpretation and report"
0224T,"Acoustic cardiography, including automated analysis of combined acoustic and electrical intervals; multiple, including serial trended analysis and limited reprogramming of device parameter, AV or VV delays only, with interpretation and report"
0225T,"Acoustic cardiography, including automated analysis of combined acoustic and electrical intervals; multiple, including serial trended analysis and limited reprogramming of device parameter, AV and VV delays, with interpretation and report"
0228T,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with ultrasound guidance, cervical or thoracic; single level"
